medicine_name,dosage_mg,form,use,diet_recommendation,suggestions,category,time_of_day
Paracetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
MedParacetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
SafeParacetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
CareParacetamol,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
LifeParacetamol,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
ProParacetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Z-Paracetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
NeoParacetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol Dyna,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
UltraParacetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Max,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol Mega,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Swift,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
CureParacetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
PlusParacetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Health,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
ReliParacetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Apex,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
NovaParacetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Med,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
SafeAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
CareAmoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
LifeAmoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
ProAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Z-Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Neo,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin Dyna,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
UltraAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Max,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
MegaAmoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin Swift,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
CureAmoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Plus,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
HealthAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Reli,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
ApexAmoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Nova,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Metformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
MedMetformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
SafeMetformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Care,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Life,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
ProMetformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Z-,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
NeoMetformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Dyna,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Ultra,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Max,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Mega,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
SwiftMetformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
CureMetformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Plus,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Health,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
ReliMetformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Apex,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
NovaMetformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Amlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
MedAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
SafeAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
CareAmlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
LifeAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
ProAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Z-,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
NeoAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
DynaAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
UltraAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Max,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Mega,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
SwiftAmlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Cure,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
PlusAmlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Health,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Reli,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Apex,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
NovaAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen Med,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Safe,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Care,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Life,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen Pro,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Z-,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
NeoIbuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
DynaIbuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen Ultra,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
MaxIbuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen Mega,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Swift,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
CureIbuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen Plus,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
HealthIbuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
ReliIbuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen Apex,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
NovaIbuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Cetirizine,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine,10.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine,5.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
MedCetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Safe,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
CareCetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Life,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Pro,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Z-Cetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
NeoCetirizine,5.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Dyna,5.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
UltraCetirizine,5.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
MaxCetirizine,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
MegaCetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
SwiftCetirizine,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Cure,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Plus,5.0,Tablet,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Health,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Reli,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
ApexCetirizine,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Cetirizine Nova,10.0,Syrup,Allergy and cold relief.,Drink warm fluids. Avoid cold drinks.,Take at bedtime if drowsy. Do not skip doses.,"general_tips,daily_plan",night
Omeprazole,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole,40.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
MedOmeprazole,40.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
SafeOmeprazole,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
CareOmeprazole,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
LifeOmeprazole,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
ProOmeprazole,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Z-Omeprazole,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
NeoOmeprazole,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Dyna,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Ultra,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Max,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
MegaOmeprazole,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Swift,20.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
CureOmeprazole,40.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Plus,40.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
Omeprazole Health,10.0,Capsule,Gastric acidity and reflux.,"Avoid oily, spicy, and deep-fried foods.",Take 30 mins before food. Do not skip doses.,"foods_to_avoid,medicine_recommendations",morning
